OFFENSE_GROUP,DISTRICT,YEAR,MONTH,DAY,HOUR
Motor Vehicle Accident Response,C6,2016,1,Tuesday,11
Motor Vehicle Accident Response,B3,2016,1,Tuesday,12
Motor Vehicle Accident Response,D14,2016,1,Tuesday,12
Motor Vehicle Accident Response,B2,2016,1,Tuesday,12
Motor Vehicle Accident Response,E13,2016,1,Tuesday,11
Motor Vehicle Accident Response,B2,2016,1,Tuesday,0
Motor Vehicle Accident Response,B2,2016,1,Tuesday,10
Motor Vehicle Accident Response,B2,2016,1,Tuesday,10
Motor Vehicle Accident Response,E13,2016,1,Tuesday,9
Motor Vehicle Accident Response,D4,2016,1,Tuesday,8
Motor Vehicle Accident Response,E5,2016,1,Tuesday,8
Motor Vehicle Accident Response,E13,2016,1,Tuesday,8
Motor Vehicle Accident Response,B3,2016,1,Tuesday,8
Motor Vehicle Accident Response,E5,2016,1,Tuesday,7
Motor Vehicle Accident Response,B2,2016,1,Tuesday,7
Motor Vehicle Accident Response,C6,2016,1,Tuesday,7
Motor Vehicle Accident Response,A7,2016,1,Tuesday,6
Motor Vehicle Accident Response,E18,2016,1,Tuesday,3
Motor Vehicle Accident Response,B3,2016,1,Monday,23
Motor Vehicle Accident Response,C11,2016,1,Monday,21
Motor Vehicle Accident Response,E13,2016,1,Monday,21
Motor Vehicle Accident Response,D4,2016,1,Monday,21
Motor Vehicle Accident Response,B2,2016,1,Monday,21
Motor Vehicle Accident Response,C6,2016,1,Monday,21
Motor Vehicle Accident Response,B2,2016,1,Monday,19
Motor Vehicle Accident Response,E5,2016,1,Monday,18
Motor Vehicle Accident Response,B2,2016,1,Monday,18
Motor Vehicle Accident Response,E5,2016,1,Monday,18
Motor Vehicle Accident Response,B2,2016,1,Monday,18
Motor Vehicle Accident Response,C11,2016,1,Monday,16
Motor Vehicle Accident Response,D4,2015,12,Thursday,12
Motor Vehicle Accident Response,C11,2016,1,Monday,16
Motor Vehicle Accident Response,C6,2016,1,Monday,15
Motor Vehicle Accident Response,B3,2016,1,Monday,15
Motor Vehicle Accident Response,B2,2016,1,Monday,14
Motor Vehicle Accident Response,D4,2016,1,Monday,15
Motor Vehicle Accident Response,D4,2016,1,Monday,14
Motor Vehicle Accident Response,C11,2016,1,Monday,13
Motor Vehicle Accident Response,D4,2016,1,Monday,13
Motor Vehicle Accident Response,A1,2016,1,Monday,11
Motor Vehicle Accident Response,E18,2016,1,Monday,11
Motor Vehicle Accident Response,C11,2016,1,Monday,11
Motor Vehicle Accident Response,B2,2016,1,Sunday,21
Motor Vehicle Accident Response,E18,2016,1,Sunday,17
Motor Vehicle Accident Response,A15,2016,1,Monday,6
Motor Vehicle Accident Response,C6,2016,1,Monday,5
Motor Vehicle Accident Response,C11,2016,1,Sunday,22
Motor Vehicle Accident Response,C6,2016,1,Sunday,20
Motor Vehicle Accident Response,C11,2016,1,Sunday,18
Motor Vehicle Accident Response,E5,2016,1,Sunday,16
Motor Vehicle Accident Response,D4,2016,1,Sunday,17
Motor Vehicle Accident Response,B3,2016,1,Sunday,16
Motor Vehicle Accident Response,B3,2016,1,Sunday,14
Motor Vehicle Accident Response,C11,2016,1,Sunday,15
Motor Vehicle Accident Response,E5,2016,1,Saturday,20
Motor Vehicle Accident Response,D14,2016,1,Sunday,14
Motor Vehicle Accident Response,D4,2016,1,Thursday,21
Motor Vehicle Accident Response,C6,2016,1,Sunday,11
Motor Vehicle Accident Response,B3,2016,1,Sunday,3
Motor Vehicle Accident Response,B2,2016,1,Sunday,2
Motor Vehicle Accident Response,E5,2016,1,Sunday,1
Motor Vehicle Accident Response,A1,2016,1,Sunday,1
Motor Vehicle Accident Response,C11,2016,1,Saturday,23
Motor Vehicle Accident Response,E18,2016,1,Saturday,23
Motor Vehicle Accident Response,D4,2016,1,Saturday,23
Motor Vehicle Accident Response,B3,2016,1,Saturday,22
Motor Vehicle Accident Response,A7,2016,1,Saturday,22
Motor Vehicle Accident Response,C11,2016,1,Saturday,21
Motor Vehicle Accident Response,A1,2016,1,Saturday,19
Motor Vehicle Accident Response,C11,2016,1,Saturday,19
Motor Vehicle Accident Response,B2,2016,1,Saturday,18
Motor Vehicle Accident Response,E5,2016,1,Saturday,18
Motor Vehicle Accident Response,C11,2016,1,Saturday,18
Motor Vehicle Accident Response,C11,2016,1,Saturday,18
Motor Vehicle Accident Response,D14,2016,1,Saturday,17
Motor Vehicle Accident Response,D14,2016,1,Friday,18
Motor Vehicle Accident Response,D14,2016,1,Saturday,15
Motor Vehicle Accident Response,C11,2016,1,Friday,10
Motor Vehicle Accident Response,B2,2016,1,Saturday,14
Motor Vehicle Accident Response,C11,2016,1,Saturday,13
Motor Vehicle Accident Response,B2,2016,1,Saturday,13
Motor Vehicle Accident Response,A1,2016,1,Thursday,9
Motor Vehicle Accident Response,C11,2016,1,Saturday,2
Motor Vehicle Accident Response,E5,2016,1,Saturday,10
Motor Vehicle Accident Response,D14,2016,1,Sunday,12
Motor Vehicle Accident Response,E13,2016,1,Saturday,10
Motor Vehicle Accident Response,B2,2016,1,Saturday,10
Motor Vehicle Accident Response,B3,2016,1,Saturday,10
Motor Vehicle Accident Response,B3,2016,1,Friday,22
Motor Vehicle Accident Response,A1,2016,1,Friday,18
Motor Vehicle Accident Response,C6,2016,1,Saturday,4
Motor Vehicle Accident Response,D4,2016,1,Saturday,2
Motor Vehicle Accident Response,C11,2016,1,Saturday,2
Motor Vehicle Accident Response,E13,2016,1,Saturday,2
Motor Vehicle Accident Response,B3,2016,1,Saturday,2
Motor Vehicle Accident Response,C6,2016,1,Saturday,0
Motor Vehicle Accident Response,B3,2016,1,Friday,23
Motor Vehicle Accident Response,B3,2016,1,Saturday,0
Motor Vehicle Accident Response,B2,2016,1,Friday,22
Motor Vehicle Accident Response,C6,2016,1,Friday,21
Motor Vehicle Accident Response,E13,2016,1,Friday,19
Motor Vehicle Accident Response,B3,2016,1,Friday,18
Motor Vehicle Accident Response,C6,2016,1,Friday,9
Motor Vehicle Accident Response,D14,2016,1,Wednesday,5
Motor Vehicle Accident Response,A7,2016,1,Friday,17
Motor Vehicle Accident Response,B2,2016,1,Friday,16
Motor Vehicle Accident Response,E5,2016,1,Friday,16
Motor Vehicle Accident Response,B3,2016,1,Thursday,21
Motor Vehicle Accident Response,B3,2016,1,Friday,10
Motor Vehicle Accident Response,B3,2016,1,Friday,15
Motor Vehicle Accident Response,B2,2016,1,Friday,13
Motor Vehicle Accident Response,E13,2016,1,Friday,13
Motor Vehicle Accident Response,B2,2016,1,Friday,10
Motor Vehicle Accident Response,E5,2016,1,Friday,10
Motor Vehicle Accident Response,C11,2016,1,Friday,10
Motor Vehicle Accident Response,C11,2016,1,Thursday,7
Motor Vehicle Accident Response,D4,2016,1,Friday,8
Motor Vehicle Accident Response,A1,2016,1,Thursday,22
Motor Vehicle Accident Response,B2,2016,1,Thursday,21
Motor Vehicle Accident Response,C11,2016,1,Thursday,20
Motor Vehicle Accident Response,B3,2016,1,Thursday,20
Motor Vehicle Accident Response,A7,2016,1,Thursday,19
Motor Vehicle Accident Response,B3,2016,1,Thursday,19
Motor Vehicle Accident Response,D4,2015,12,Friday,10
Motor Vehicle Accident Response,E18,2016,1,Thursday,18
Motor Vehicle Accident Response,E5,2016,1,Thursday,17
Motor Vehicle Accident Response,E13,2016,1,Thursday,18
Motor Vehicle Accident Response,E13,2016,1,Thursday,17
Motor Vehicle Accident Response,B2,2016,1,Thursday,16
Motor Vehicle Accident Response,A15,2016,1,Tuesday,7
Motor Vehicle Accident Response,B2,2015,12,Thursday,21
Motor Vehicle Accident Response,A1,2016,1,Thursday,14
Motor Vehicle Accident Response,B2,2016,1,Thursday,12
Motor Vehicle Accident Response,A1,2016,1,Thursday,12
Motor Vehicle Accident Response,E5,2016,1,Wednesday,20
Motor Vehicle Accident Response,D14,2016,1,Thursday,13
Motor Vehicle Accident Response,D4,2016,1,Thursday,12
Motor Vehicle Accident Response,E18,2016,1,Thursday,11
Motor Vehicle Accident Response,C11,2016,1,Thursday,12
Motor Vehicle Accident Response,E13,2016,1,Tuesday,18
Motor Vehicle Accident Response,E13,2016,1,Tuesday,10
Motor Vehicle Accident Response,B2,2016,1,Thursday,7
Motor Vehicle Accident Response,D14,2016,1,Thursday,9
Motor Vehicle Accident Response,E5,2016,1,Thursday,9
Motor Vehicle Accident Response,E18,2016,1,Thursday,9
Motor Vehicle Accident Response,B2,2016,1,Wednesday,20
Motor Vehicle Accident Response,C11,2016,1,Thursday,8
Motor Vehicle Accident Response,C11,2016,1,Wednesday,19
Motor Vehicle Accident Response,D4,2016,1,Thursday,6
Motor Vehicle Accident Response,B2,2016,1,Thursday,3
Motor Vehicle Accident Response,B2,2016,1,Thursday,2
Motor Vehicle Accident Response,A1,2016,1,Thursday,0
Motor Vehicle Accident Response,D14,2016,1,Wednesday,22
Motor Vehicle Accident Response,B2,2016,1,Wednesday,22
Motor Vehicle Accident Response,B3,2016,1,Wednesday,21
Motor Vehicle Accident Response,B2,2016,1,Wednesday,20
Motor Vehicle Accident Response,C11,2016,1,Wednesday,18
Motor Vehicle Accident Response,C11,2016,1,Wednesday,8
Motor Vehicle Accident Response,E5,2015,12,Tuesday,22
Motor Vehicle Accident Response,E18,2016,1,Wednesday,18
Motor Vehicle Accident Response,B2,2016,1,Wednesday,16
Motor Vehicle Accident Response,D4,2016,1,Wednesday,17
Motor Vehicle Accident Response,B3,2016,1,Wednesday,16
Motor Vehicle Accident Response,B2,2016,1,Tuesday,14
Motor Vehicle Accident Response,E5,2016,1,Wednesday,12
Motor Vehicle Accident Response,D4,2016,1,Tuesday,22
Motor Vehicle Accident Response,C11,2016,1,Wednesday,10
Motor Vehicle Accident Response,D14,2016,1,Wednesday,10
Motor Vehicle Accident Response,E5,2015,12,Monday,23
Motor Vehicle Accident Response,B2,2016,1,Wednesday,0
Motor Vehicle Accident Response,D4,2016,1,Wednesday,8
Motor Vehicle Accident Response,A7,2016,1,Wednesday,8
Motor Vehicle Accident Response,B3,2016,1,Wednesday,6
Motor Vehicle Accident Response,E18,2016,1,Wednesday,1
Motor Vehicle Accident Response,C11,2016,1,Wednesday,0
Motor Vehicle Accident Response,B2,2016,1,Tuesday,22
Motor Vehicle Accident Response,A7,2016,1,Tuesday,19
Motor Vehicle Accident Response,B3,2016,1,Tuesday,19
Motor Vehicle Accident Response,B3,2016,1,Tuesday,19
Motor Vehicle Accident Response,C11,2016,1,Tuesday,17
Motor Vehicle Accident Response,C6,2016,1,Tuesday,18
Motor Vehicle Accident Response,B3,2016,1,Tuesday,18
Motor Vehicle Accident Response,C11,2016,1,Tuesday,17
Motor Vehicle Accident Response,E18,2016,1,Tuesday,17
Motor Vehicle Accident Response,A15,2016,1,Tuesday,15
Motor Vehicle Accident Response,D14,2016,1,Tuesday,13
Motor Vehicle Accident Response,C11,2016,1,Tuesday,14
Motor Vehicle Accident Response,C6,2016,1,Monday,21
Motor Vehicle Accident Response,A1,2016,1,Tuesday,12
Motor Vehicle Accident Response,B2,2016,1,Monday,23
Motor Vehicle Accident Response,C6,2016,1,Tuesday,11
Motor Vehicle Accident Response,E13,2016,1,Tuesday,9
Motor Vehicle Accident Response,C11,2016,1,Tuesday,10
Motor Vehicle Accident Response,B3,2016,1,Tuesday,10
Motor Vehicle Accident Response,B2,2016,1,Tuesday,8
Motor Vehicle Accident Response,E18,2016,1,Tuesday,9
Motor Vehicle Accident Response,D4,2016,1,Tuesday,8
Motor Vehicle Accident Response,E13,2016,1,Tuesday,8
Motor Vehicle Accident Response,D4,2016,1,Tuesday,8
Motor Vehicle Accident Response,C11,2016,1,Saturday,11
Motor Vehicle Accident Response,A15,2016,1,Tuesday,6
Motor Vehicle Accident Response,A15,2016,1,Tuesday,5
Motor Vehicle Accident Response,E13,2016,1,Monday,23
Motor Vehicle Accident Response,B2,2016,1,Monday,21
Motor Vehicle Accident Response,E18,2016,1,Monday,21
Motor Vehicle Accident Response,B2,2016,1,Monday,21
Motor Vehicle Accident Response,E5,2016,1,Monday,17
Motor Vehicle Accident Response,E13,2016,1,Monday,18
Motor Vehicle Accident Response,E13,2016,1,Monday,19
Motor Vehicle Accident Response,B2,2016,1,Monday,18
Motor Vehicle Accident Response,D14,2016,1,Monday,16
Motor Vehicle Accident Response,E18,2016,1,Sunday,12
Motor Vehicle Accident Response,C11,2015,12,Thursday,18
Motor Vehicle Accident Response,C11,2016,1,Monday,13
Motor Vehicle Accident Response,C6,2016,1,Monday,15
Motor Vehicle Accident Response,B2,2015,12,Wednesday,17
Motor Vehicle Accident Response,D4,2016,1,Monday,1
Motor Vehicle Accident Response,B3,2016,1,Saturday,0
Motor Vehicle Accident Response,B2,2016,1,Monday,12
Motor Vehicle Accident Response,C6,2016,1,Monday,13
Motor Vehicle Accident Response,B2,2016,1,Monday,13
Motor Vehicle Accident Response,A1,2016,1,Monday,13
Motor Vehicle Accident Response,C6,2015,12,Thursday,16
Motor Vehicle Accident Response,C11,2015,12,Monday,0
Motor Vehicle Accident Response,E18,2016,1,Monday,12
Motor Vehicle Accident Response,B2,2016,1,Friday,2
Motor Vehicle Accident Response,E13,2016,1,Saturday,18
Motor Vehicle Accident Response,B3,2016,1,Friday,3
Motor Vehicle Accident Response,B3,2016,1,Friday,1
Motor Vehicle Accident Response,C11,2016,1,Sunday,22
Motor Vehicle Accident Response,D14,2016,1,Monday,7
Motor Vehicle Accident Response,A1,2016,1,Monday,5
Motor Vehicle Accident Response,B2,2016,1,Monday,3
Motor Vehicle Accident Response,C11,2016,1,Monday,3
Motor Vehicle Accident Response,C11,2016,1,Sunday,20
Motor Vehicle Accident Response,D14,2016,1,Sunday,19
Motor Vehicle Accident Response,C11,2016,1,Friday,0
Motor Vehicle Accident Response,E18,2016,1,Saturday,22
Motor Vehicle Accident Response,C11,2016,1,Sunday,15
Motor Vehicle Accident Response,D14,2016,1,Sunday,15
Motor Vehicle Accident Response,B3,2016,1,Sunday,14
Motor Vehicle Accident Response,A7,2016,1,Sunday,14
Motor Vehicle Accident Response,B2,2016,1,Sunday,14
Motor Vehicle Accident Response,C11,2016,1,Sunday,11
Motor Vehicle Accident Response,C11,2016,1,Sunday,10
Motor Vehicle Accident Response,E18,2016,1,Saturday,3
Motor Vehicle Accident Response,C11,2016,1,Sunday,9
Motor Vehicle Accident Response,C6,2016,1,Sunday,9
Motor Vehicle Accident Response,A1,2016,1,Sunday,4
Motor Vehicle Accident Response,B2,2016,1,Sunday,4
Motor Vehicle Accident Response,C11,2016,1,Sunday,3
Motor Vehicle Accident Response,E5,2016,1,Sunday,3
Motor Vehicle Accident Response,A1,2016,1,Sunday,3
Motor Vehicle Accident Response,D14,2016,1,Sunday,2
Motor Vehicle Accident Response,B3,2016,1,Sunday,1
Motor Vehicle Accident Response,D14,2016,1,Sunday,0
Motor Vehicle Accident Response,B2,2016,1,Saturday,19
Motor Vehicle Accident Response,E13,2016,1,Saturday,8
Motor Vehicle Accident Response,E18,2016,1,Saturday,20
Motor Vehicle Accident Response,A7,2016,1,Saturday,19
Motor Vehicle Accident Response,B2,2016,1,Saturday,17
Motor Vehicle Accident Response,C6,2016,1,Friday,17
Motor Vehicle Accident Response,C11,2016,1,Saturday,18
Motor Vehicle Accident Response,C6,2016,1,Saturday,16
Motor Vehicle Accident Response,C11,2016,1,Friday,16
Motor Vehicle Accident Response,B3,2016,1,Saturday,14
Motor Vehicle Accident Response,E13,2016,1,Saturday,14
Motor Vehicle Accident Response,C11,2016,1,Saturday,13
Motor Vehicle Accident Response,D14,2016,1,Saturday,11
Motor Vehicle Accident Response,B3,2016,1,Saturday,11
Motor Vehicle Accident Response,A15,2016,1,Saturday,10
Motor Vehicle Accident Response,A7,2016,1,Saturday,6
Motor Vehicle Accident Response,A7,2016,1,Saturday,3
Motor Vehicle Accident Response,D14,2016,1,Friday,19
Motor Vehicle Accident Response,B2,2016,1,Friday,22
Motor Vehicle Accident Response,E18,2015,12,Thursday,22
Motor Vehicle Accident Response,D14,2016,1,Friday,21
Motor Vehicle Accident Response,D14,2016,1,Friday,21
Motor Vehicle Accident Response,E5,2016,1,Friday,16
Motor Vehicle Accident Response,C11,2016,1,Friday,18
Motor Vehicle Accident Response,D14,2016,1,Friday,18
Motor Vehicle Accident Response,B2,2016,1,Friday,18
Motor Vehicle Accident Response,E5,2015,12,Thursday,22
Motor Vehicle Accident Response,D14,2015,12,Friday,17
Motor Vehicle Accident Response,B2,2016,1,Friday,16
Motor Vehicle Accident Response,E13,2016,1,Friday,13
Motor Vehicle Accident Response,D14,2016,1,Friday,12
Motor Vehicle Accident Response,E13,2015,12,Wednesday,7
Motor Vehicle Accident Response,D4,2016,1,Friday,10
Motor Vehicle Accident Response,B3,2016,1,Friday,8
Motor Vehicle Accident Response,C11,2016,1,Friday,7
Motor Vehicle Accident Response,C11,2016,1,Friday,8
Motor Vehicle Accident Response,B3,2016,1,Friday,5
Motor Vehicle Accident Response,C11,2016,1,Friday,7
Motor Vehicle Accident Response,B3,2016,1,Friday,5
Motor Vehicle Accident Response,C11,2016,1,Friday,5
Motor Vehicle Accident Response,B2,2016,1,Friday,4
Motor Vehicle Accident Response,E13,2016,1,Friday,5
Motor Vehicle Accident Response,B3,2016,1,Thursday,13
Motor Vehicle Accident Response,C11,2016,1,Friday,5
Motor Vehicle Accident Response,C6,2016,1,Friday,4
Motor Vehicle Accident Response,E13,2016,1,Friday,3
Motor Vehicle Accident Response,A1,2016,1,Friday,4
Motor Vehicle Accident Response,C11,2016,1,Friday,3
Motor Vehicle Accident Response,A15,2016,1,Friday,2
Motor Vehicle Accident Response,D14,2016,1,Friday,2
Motor Vehicle Accident Response,C11,2016,1,Friday,2
Motor Vehicle Accident Response,D4,2016,1,Friday,2
Motor Vehicle Accident Response,C11,2016,1,Friday,0
Motor Vehicle Accident Response,B3,2016,1,Friday,1
Motor Vehicle Accident Response,B3,2016,1,Friday,1
Motor Vehicle Accident Response,D4,2016,1,Friday,1
Motor Vehicle Accident Response,B3,2015,12,Thursday,23
Motor Vehicle Accident Response,B3,2015,12,Thursday,21
Motor Vehicle Accident Response,B2,2015,12,Thursday,22
Motor Vehicle Accident Response,B3,2015,12,Thursday,22
Motor Vehicle Accident Response,E13,2015,12,Thursday,22
Motor Vehicle Accident Response,C11,2015,12,Thursday,22
Motor Vehicle Accident Response,B2,2015,12,Thursday,21
Motor Vehicle Accident Response,D14,2015,12,Thursday,21
Motor Vehicle Accident Response,C11,2015,12,Thursday,20
Motor Vehicle Accident Response,B3,2015,12,Thursday,20
Motor Vehicle Accident Response,C6,2015,12,Thursday,19
Motor Vehicle Accident Response,B3,2015,12,Thursday,18
Motor Vehicle Accident Response,E13,2015,12,Tuesday,16
Motor Vehicle Accident Response,D4,2015,12,Thursday,17
Motor Vehicle Accident Response,E5,2015,12,Thursday,15
Motor Vehicle Accident Response,A1,2015,12,Thursday,15
Motor Vehicle Accident Response,B3,2015,12,Thursday,16
Motor Vehicle Accident Response,E13,2015,12,Thursday,15
Motor Vehicle Accident Response,A1,2015,12,Thursday,15
Motor Vehicle Accident Response,D4,2015,12,Thursday,15
Motor Vehicle Accident Response,C6,2015,12,Thursday,13
Motor Vehicle Accident Response,B2,2015,12,Thursday,11
Motor Vehicle Accident Response,E13,2015,12,Friday,18
Motor Vehicle Accident Response,B3,2015,12,Thursday,7
Motor Vehicle Accident Response,B2,2015,12,Thursday,7
Motor Vehicle Accident Response,E18,2015,12,Thursday,6
Motor Vehicle Accident Response,D4,2015,12,Thursday,2
Motor Vehicle Accident Response,A15,2015,12,Thursday,2
Motor Vehicle Accident Response,C6,2015,12,Thursday,1
Motor Vehicle Accident Response,D4,2015,12,Wednesday,23
Motor Vehicle Accident Response,A1,2015,12,Wednesday,23
Motor Vehicle Accident Response,A1,2015,12,Wednesday,22
Motor Vehicle Accident Response,B2,2015,12,Wednesday,20
Motor Vehicle Accident Response,B3,2015,12,Wednesday,20
Motor Vehicle Accident Response,C11,2015,12,Monday,17
Motor Vehicle Accident Response,E5,2015,12,Tuesday,18
Motor Vehicle Accident Response,D4,2015,12,Wednesday,17
Motor Vehicle Accident Response,C11,2015,12,Wednesday,17
Motor Vehicle Accident Response,A15,2015,12,Wednesday,16
Motor Vehicle Accident Response,C6,2015,12,Wednesday,16
Motor Vehicle Accident Response,C11,2015,12,Wednesday,10
Motor Vehicle Accident Response,E13,2015,12,Wednesday,14
Motor Vehicle Accident Response,E18,2015,12,Wednesday,14
Motor Vehicle Accident Response,D14,2015,12,Wednesday,14
Motor Vehicle Accident Response,E18,2015,12,Wednesday,13
Motor Vehicle Accident Response,B2,2015,12,Wednesday,12
Motor Vehicle Accident Response,B2,2015,12,Wednesday,12
Motor Vehicle Accident Response,E18,2015,12,Wednesday,12
Motor Vehicle Accident Response,C11,2015,12,Wednesday,6
Motor Vehicle Accident Response,A15,2015,12,Wednesday,9
Motor Vehicle Accident Response,D4,2015,12,Wednesday,8
Motor Vehicle Accident Response,C11,2015,12,Tuesday,22
Motor Vehicle Accident Response,B2,2015,12,Wednesday,7
Motor Vehicle Accident Response,D4,2015,12,Wednesday,6
Motor Vehicle Accident Response,E13,2015,12,Wednesday,3
Motor Vehicle Accident Response,B3,2015,12,Wednesday,1
Motor Vehicle Accident Response,E5,2015,12,Wednesday,1
Motor Vehicle Accident Response,E5,2015,12,Wednesday,0
Motor Vehicle Accident Response,C6,2015,12,Thursday,10
Motor Vehicle Accident Response,D4,2015,12,Tuesday,16
Motor Vehicle Accident Response,C11,2015,12,Monday,15
Motor Vehicle Accident Response,D14,2015,12,Tuesday,13
Motor Vehicle Accident Response,D4,2015,12,Wednesday,9
Motor Vehicle Accident Response,D4,2015,12,Wednesday,9
Motor Vehicle Accident Response,E13,2015,12,Tuesday,10
Motor Vehicle Accident Response,D14,2015,12,Tuesday,7
Motor Vehicle Accident Response,C11,2015,12,Monday,19
Motor Vehicle Accident Response,B2,2015,12,Tuesday,7
Motor Vehicle Accident Response,A7,2015,12,Tuesday,8
Motor Vehicle Accident Response,E5,2015,12,Monday,9
Motor Vehicle Accident Response,B2,2015,12,Sunday,20
Motor Vehicle Accident Response,C11,2015,12,Tuesday,5
Motor Vehicle Accident Response,B3,2015,12,Tuesday,4
Motor Vehicle Accident Response,B2,2015,12,Tuesday,1
Motor Vehicle Accident Response,C11,2015,12,Monday,22
Motor Vehicle Accident Response,E5,2015,12,Monday,22
Motor Vehicle Accident Response,D14,2015,12,Monday,18
Motor Vehicle Accident Response,B3,2015,12,Monday,16
Motor Vehicle Accident Response,B2,2015,12,Monday,16
Motor Vehicle Accident Response,A1,2015,12,Monday,15
Motor Vehicle Accident Response,A15,2015,12,Monday,8
Motor Vehicle Accident Response,B2,2015,12,Monday,14
Motor Vehicle Accident Response,B3,2015,12,Friday,11
Motor Vehicle Accident Response,D14,2015,12,Monday,8
Motor Vehicle Accident Response,A1,2015,12,Monday,12
Motor Vehicle Accident Response,B3,2015,12,Sunday,12
Motor Vehicle Accident Response,E18,2015,12,Monday,11
Motor Vehicle Accident Response,C6,2015,12,Monday,10
Motor Vehicle Accident Response,E18,2015,12,Saturday,11
Motor Vehicle Accident Response,C6,2015,12,Monday,5
Motor Vehicle Accident Response,D4,2015,12,Monday,3
Motor Vehicle Accident Response,A7,2015,12,Sunday,23
Motor Vehicle Accident Response,E13,2015,12,Sunday,23
Motor Vehicle Accident Response,B2,2015,12,Sunday,21
Motor Vehicle Accident Response,B2,2015,12,Sunday,20
Motor Vehicle Accident Response,A7,2015,12,Sunday,19
Motor Vehicle Accident Response,A15,2015,12,Sunday,18
Motor Vehicle Accident Response,E13,2015,12,Sunday,17
Motor Vehicle Accident Response,D4,2015,12,Sunday,18
Motor Vehicle Accident Response,B3,2015,12,Sunday,17
Motor Vehicle Accident Response,B3,2015,12,Sunday,15
Motor Vehicle Accident Response,E5,2015,12,Sunday,11
Motor Vehicle Accident Response,C11,2015,12,Sunday,12
Motor Vehicle Accident Response,C11,2015,12,Sunday,11
Motor Vehicle Accident Response,E5,2015,12,Thursday,9
Motor Vehicle Accident Response,D4,2015,12,Sunday,3
Motor Vehicle Accident Response,C6,2015,12,Sunday,2
Motor Vehicle Accident Response,A1,2015,12,Sunday,2
Motor Vehicle Accident Response,A1,2015,12,Sunday,2
Motor Vehicle Accident Response,D14,2015,12,Sunday,1
Motor Vehicle Accident Response,B3,2015,12,Sunday,1
Motor Vehicle Accident Response,B2,2015,12,Saturday,22
Motor Vehicle Accident Response,B2,2015,12,Saturday,21
Motor Vehicle Accident Response,A7,2015,12,Saturday,18
Motor Vehicle Accident Response,D4,2015,12,Saturday,11
Motor Vehicle Accident Response,B2,2015,12,Saturday,18
Motor Vehicle Accident Response,B3,2015,12,Saturday,18
Motor Vehicle Accident Response,B2,2015,12,Saturday,16
Motor Vehicle Accident Response,C11,2015,12,Friday,19
Motor Vehicle Accident Response,E18,2015,12,Saturday,15
Motor Vehicle Accident Response,B3,2015,12,Saturday,11
Motor Vehicle Accident Response,B3,2015,12,Saturday,13
Motor Vehicle Accident Response,A7,2015,12,Saturday,13
Motor Vehicle Accident Response,B2,2015,12,Saturday,13
Motor Vehicle Accident Response,B2,2015,12,Friday,18
Motor Vehicle Accident Response,E13,2015,12,Thursday,16
Motor Vehicle Accident Response,C11,2015,12,Thursday,21
Motor Vehicle Accident Response,D14,2015,12,Friday,22
Motor Vehicle Accident Response,D14,2015,12,Saturday,11
Motor Vehicle Accident Response,D4,2015,12,Saturday,11
Motor Vehicle Accident Response,C6,2015,12,Friday,23
Motor Vehicle Accident Response,D4,2015,12,Saturday,8
Motor Vehicle Accident Response,B2,2015,12,Saturday,7
Motor Vehicle Accident Response,B3,2015,12,Saturday,5
Motor Vehicle Accident Response,B2,2015,12,Saturday,2
Motor Vehicle Accident Response,C11,2015,12,Saturday,1
Motor Vehicle Accident Response,A1,2015,12,Saturday,2
Motor Vehicle Accident Response,B3,2015,12,Saturday,2
Motor Vehicle Accident Response,B3,2015,12,Saturday,1
Motor Vehicle Accident Response,C11,2015,12,Friday,20
Motor Vehicle Accident Response,C11,2015,12,Friday,20
Motor Vehicle Accident Response,C11,2015,12,Friday,21
Motor Vehicle Accident Response,A7,2015,12,Friday,21
Motor Vehicle Accident Response,B2,2015,12,Thursday,21
Motor Vehicle Accident Response,B2,2015,12,Friday,20
Motor Vehicle Accident Response,B3,2015,12,Friday,19
Motor Vehicle Accident Response,E18,2015,12,Thursday,14
Motor Vehicle Accident Response,C11,2015,12,Friday,17
Motor Vehicle Accident Response,B3,2015,12,Friday,16
Motor Vehicle Accident Response,B3,2015,12,Friday,17
Motor Vehicle Accident Response,C11,2015,12,Friday,15
Motor Vehicle Accident Response,B3,2015,12,Friday,14
Motor Vehicle Accident Response,C6,2015,12,Thursday,21
Motor Vehicle Accident Response,D4,2015,12,Friday,2
Motor Vehicle Accident Response,C11,2015,12,Friday,10
Motor Vehicle Accident Response,C11,2015,12,Friday,7
Motor Vehicle Accident Response,A15,2015,12,Friday,6
Motor Vehicle Accident Response,C11,2015,12,Friday,5
Motor Vehicle Accident Response,E18,2015,12,Friday,4
Motor Vehicle Accident Response,B2,2015,12,Friday,4
Motor Vehicle Accident Response,B3,2015,12,Friday,2
Motor Vehicle Accident Response,D14,2015,12,Friday,2
Motor Vehicle Accident Response,E13,2015,12,Friday,2
Motor Vehicle Accident Response,C11,2015,12,Friday,3
Motor Vehicle Accident Response,E18,2015,12,Thursday,23
Motor Vehicle Accident Response,E18,2015,12,Thursday,23
Motor Vehicle Accident Response,B2,2015,12,Thursday,23
Motor Vehicle Accident Response,E18,2015,12,Thursday,22
Motor Vehicle Accident Response,B2,2015,12,Thursday,4
Motor Vehicle Accident Response,B3,2015,12,Thursday,20
Motor Vehicle Accident Response,B3,2015,12,Thursday,19
